,id,title,release_date,popularity,vote_average
3925,3432,Mr. Brooks,2007-05-31,3.9929,6.922
3926,3033,Gods and Monsters,1998-09-12,2.0253,6.922
3927,931,Don't Look Now,1973-10-11,2.5444,6.922
3928,26466,Triangle,2009-10-16,5.5979,6.921
3929,12101,Soylent Green,1973-04-18,4.6732,6.921
3930,953,Madagascar,2005-05-25,14.4476,6.9
3931,989662,A Different Man,2024-08-24,5.7201,6.918
3932,12186,Defending Your Life,1991-03-22,2.8378,6.92
3933,1832,Dogma,1999-10-04,5.7068,6.921
3934,1029281,Strange Darling,2024-08-14,5.2791,6.917
3935,741074,Once Upon a Snowman,2020-10-23,2.0958,6.919
3936,22599,Star,2001-06-01,1.3165,6.9
3937,17578,The Adventures of Tintin,2011-10-24,6.6777,6.919
3938,14900,The Great Muppet Caper,1981-06-26,2.9037,6.919
3939,1047020,The Last Stop in Yuma County,2024-05-10,2.1775,6.918
3940,432527,Padmaavat,2018-01-25,3.1684,6.918
3941,424998,The Case for Christ,2017-04-07,4.7252,6.918
3942,68726,Pacific Rim,2013-07-11,13.3081,6.918
3943,60670,The Crimson Rivers,2000-09-27,3.6785,6.918
3944,35854,Flash Point,2007-07-26,3.6751,6.9
3945,25196,Crazy Heart,2009-12-16,2.7686,6.918
3946,13909,She Wore a Yellow Ribbon,1949-10-22,3.0547,6.918
3947,2196,Death at a Funeral,2007-08-17,4.0893,6.918
3948,816904,Mummies,2023-01-05,3.5944,6.9
3949,468224,Tolkien,2019-05-03,3.3443,6.9
3950,568467,Ammonite,2020-11-13,2.7642,6.9
3951,426865,UFO,2018-09-27,2.0252,6.916
3952,400136,Resident Evil: Vendetta,2017-05-27,8.2512,6.917
3953,91010,Game Change,2012-02-28,2.2897,6.916
3954,1535,Spy Game,2001-11-18,4.4973,6.916
3955,664031,Out of My League,2020-10-22,0.4732,6.9
3956,614488,Street Flow,2019-10-12,3.0874,6.918
3957,590854,The Hater,2020-03-06,1.1009,6.9
3958,468225,The Starling,2021-09-17,1.7091,6.915
3959,4836,Layer Cake,2004-09-30,4.5674,6.915
3960,2322,Sneakers,1992-09-09,5.9057,6.9
3961,1553,The Beat That My Heart Skipped,2005-03-16,1.7387,6.915
3962,937287,Challengers,2024-04-18,10.5086,6.915
3963,599281,Fear of Rain,2021-02-12,2.3824,6.9
3964,470229,Summer of 84,2018-08-10,2.8199,6.914
3965,458253,Missing Link,2019-04-04,3.1682,6.9
3966,56648,The Toy,1976-12-08,1.0478,6.9
3967,13179,Tinker Bell,2008-09-11,5.1156,6.914
3968,8072,Alphaville,1965-05-05,2.6642,6.9
3969,713704,Evil Dead Rise,2023-04-12,10.9494,6.9
3970,437109,The Villainess,2017-06-08,4.0978,6.9
3971,384677,Set It Up,2018-06-15,3.6233,6.913
3972,36568,Paulie,1998-04-17,2.8703,6.913
3973,33196,Tidal Wave,2009-07-22,3.6426,6.912
3974,11820,Mona Lisa Smile,2003-12-19,2.9049,6.913
3975,9300,Orlando,1992-12-11,3.3713,6.913
3976,252822,In Order of Disappearance,2014-02-21,1.5809,6.912
3977,85446,Step Up Revolution,2012-07-26,3.482,6.912
3978,19204,The Beyond,1981-04-22,2.4635,6.9
3979,18573,House of Wax,1953-04-16,2.5064,6.9
3980,15515,The 7th Voyage of Sinbad,1958-12-05,1.9186,6.912
3981,758323,The Pope's Exorcist,2023-04-05,6.5521,6.911
3982,617762,The Electrical Life of Louis Wain,2021-10-21,2.7133,6.9
3983,84329,Robot & Frank,2012-08-24,2.5813,6.912
3984,10530,Pocahontas,1995-06-16,6.921,6.911
3985,1381,The Fountain,2006-11-22,3.8523,6.9
3986,658760,Isi & Ossi,2020-02-14,2.4167,6.91
3987,16281,Creepshow,1982-11-10,3.7048,6.91
3988,10217,The Sweet Hereafter,1997-09-25,2.1327,6.91
3989,725201,The Gray Man,2022-07-13,8.2889,6.9
3990,519465,Queen of Hearts,2019-03-27,11.5483,6.909
3991,245473,Cloud 9,2014-01-17,1.9892,6.9
3992,168903,Barbie in the Pink Shoes,2013-02-14,2.1922,6.9
3993,110415,Snowpiercer,2013-08-01,10.821,6.909
3994,25961,Pokémon: The Rise of Darkrai,2007-07-14,4.1083,6.9
3995,11477,Common Wealth,2000-09-29,1.5739,6.909
3996,9812,Thursday,1998-09-25,2.5005,6.9
3997,1994,The Most Dangerous Game,1932-09-16,2.3551,6.913
3998,1987,Benny's Video,1992-11-06,1.1664,6.9
3999,892153,Tom and Jerry Cowboy Up!,2022-01-24,2.0571,6.9
4000,422803,A Shaun the Sheep Movie: Farmageddon,2019-09-26,2.6165,6.908
4001,402431,Wicked,2024-10-16,36.6952,6.91
4002,221902,"Two Days, One Night",2014-05-21,1.8027,6.908
4003,441829,Team Thor: Part 2,2017-02-14,1.2976,6.9
4004,423646,In the Fade,2017-11-23,1.9529,6.9
4005,170657,Journey to the West: Conquering the Demons,2013-02-07,3.8034,6.907
4006,447404,Pokémon Detective Pikachu,2019-05-03,8.1431,6.906
4007,157350,Divergent,2014-03-14,9.6209,6.906
4008,62837,Dolphin Tale,2011-09-22,2.0507,6.9
4009,17979,A Christmas Carol,2009-11-04,5.8485,6.906
4010,2163,Breakdown,1997-05-02,6.0402,6.906
4011,426613,The Miseducation of Cameron Post,2018-07-18,2.319,6.905
4012,363088,Ant-Man and the Wasp,2018-07-04,8.9409,6.904
4013,361292,Suspiria,2018-10-26,5.7456,6.905
4014,59967,Looper,2012-09-26,7.3178,6.905
4015,2023,Hidalgo,2004-02-04,4.6789,6.905
4016,1643,Last Tango in Paris,1972-12-15,3.5426,6.905
4017,1168190,The Wrecking Crew,2026-01-28,98.338,6.897
4018,542417,Skin,2019-07-26,2.6754,6.9
4019,397538,Borg vs McEnroe,2017-09-08,1.8262,6.904
4020,8272,The Savages,2007-11-28,2.4915,6.904
4021,249,The War of the Roses,1989-12-08,4.1041,6.904
4022,531876,The Outpost,2020-06-24,4.35,6.9
4023,399402,Hunter Killer,2018-10-19,6.5571,6.903
4024,204668,Belle and Sebastian,2013-12-18,1.4237,6.903
4025,51162,Winnie the Pooh,2011-04-06,3.8267,6.9
4026,23479,The Bad News Bears,1976-04-06,2.6516,6.903
4027,12476,The Hidden,1987-10-30,3.2945,6.903
4028,11134,Police Story 3: Super Cop,1992-07-04,4.9464,6.903
4029,846,The X-Files,1998-06-19,4.5942,6.901
4030,1405338,Demon City,2025-02-26,8.0025,6.902
4031,337170,American Made,2017-08-18,6.4631,6.902
4032,133121,Resident Evil: Damnation,2012-09-25,5.3261,6.902
4033,13416,Friday Night Lights,2004-10-08,2.7399,6.902
4034,13253,Futurama: Bender's Game,2008-11-03,1.8746,6.9
4035,11205,Wheels on Meals,1984-08-17,6.6948,6.902
4036,6498,Nightwatch,1994-02-25,1.4132,6.9
4037,602,Independence Day,1996-06-25,9.3982,6.902
4038,957608,Junkyard Dog,2023-04-19,1.2323,6.9
4039,423899,Victoria & Abdul,2017-09-13,2.6264,6.9
4040,38408,Life As We Know It,2010-10-02,3.7232,6.9
4041,6418,Hotel Chevalier,2007-10-26,2.1546,6.9
4042,310593,Youth,2015-05-20,5.0551,6.9
4043,226857,Endless Love,2014-02-12,5.5715,6.9
4044,8953,Steamboy,2004-07-17,4.6156,6.9
4045,8326,Holes,2003-04-18,4.8405,6.9
4046,646389,Plane,2023-01-11,6.5738,6.9
4047,338967,Zombieland: Double Tap,2019-10-09,6.5563,6.899
4048,131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,7.7774,6.9
4049,27233,Kids Return,1996-07-27,2.4108,6.9
4050,15163,Amazing Grace,2006-09-16,2.0167,6.899
4051,10323,Clash of the Titans,1981-06-12,4.7284,6.9
4052,1245993,Caught Stealing,2025-08-26,8.9619,6.898
4053,726139,Project Silence,2024-07-11,4.7636,6.9
4054,699102,A Week Away,2021-03-26,1.737,6.9
4055,70057,Dragon,2011-07-04,3.4446,6.9
4056,11571,Journey to the Center of the Earth,1959-12-15,2.7529,6.9
4057,10443,Fearless,1993-10-15,1.874,6.898
4058,7291,36th Precinct,2004-11-24,2.0109,6.9
4059,1371,Rocky III,1982-05-28,5.3911,6.898
4060,21588,Cemetery Man,1994-03-25,1.9125,6.9
4061,12187,Heart and Souls,1993-08-13,3.1702,6.897
4062,1958,8 Women,2002-02-06,1.6822,6.9
4063,710,GoldenEye,1995-11-16,9.4805,6.9
4064,458342,Private Life,2018-10-05,2.0212,6.896
4065,177888,Teen Beach Movie,2013-08-07,2.811,6.9
4066,77459,A Monster in Paris,2011-10-12,2.1601,6.9
4067,35138,Little Big Soldier,2010-02-14,3.2843,6.896
4068,14746,Streets of Fire,1984-06-01,3.2993,6.896
4069,12919,Can't Buy Me Love,1987-08-14,3.6696,6.896
4070,2295,Clerks II,2006-07-21,2.1994,6.896
4071,972533,Last Breath,2025-02-27,6.7333,6.892
4072,465914,If Beale Street Could Talk,2018-12-14,2.3045,6.895
4073,6471,The Jerk,1979-12-14,3.0223,6.9
4074,390043,The Hitman's Bodyguard,2017-08-16,7.0603,6.894
4075,296524,Deepwater Horizon,2016-09-28,5.9485,6.894
4076,83542,Cloud Atlas,2012-10-26,7.38,6.893
4077,25195,Leap Year,2010-01-08,3.8531,6.894
4078,18971,Rosencrantz & Guildenstern Are Dead,1991-02-08,2.7685,6.894
4079,11393,The Natural,1984-05-11,5.7886,6.894
4080,2140,Kiss of the Dragon,2001-07-06,3.4233,6.896
4081,547,The Horse Whisperer,1998-02-01,4.6589,6.9
4082,210479,Locke,2014-04-10,3.4442,6.893
4083,232672,Blended,2014-05-21,7.4022,6.892
4084,425134,How to Be a Latin Lover,2017-03-06,2.7691,6.9
4085,22947,Up in the Air,2009-12-04,5.117,6.891
4086,16366,Joseph: King of Dreams,2000-11-07,8.5087,6.891
4087,10423,Dragon: The Bruce Lee Story,1993-05-07,4.1332,6.891
4088,9344,Kids,1995-07-21,4.3972,6.891
4089,868759,Ghosted,2023-04-18,7.988,6.89
4090,539651,Don't Let Go,2019-08-30,2.4881,6.891
4091,44896,Rango,2011-03-02,10.7461,6.89
4092,11593,Nobody's Fool,1994-12-23,2.0845,6.89
4093,9359,Maverick,1994-05-20,4.5687,6.89
4094,1005331,Carry-On,2024-12-05,7.6772,6.888
4095,507532,Finestkind,2023-09-08,4.0939,6.889
4096,457332,Hidden Strike,2023-07-06,6.0146,6.889
4097,322125,A Perfect Man,2015-03-18,1.6572,6.889
4098,1038392,The Conjuring: Last Rites,2025-09-03,25.7251,6.886
4099,360784,Hidden,2015-09-15,4.7033,6.888
4100,13931,Mike's New Car,2002-05-24,2.0524,6.888
4101,13497,Drumline,2002-12-13,3.0172,6.888
4102,9567,Tears of the Sun,2003-03-07,7.5069,6.888
4103,1680,King Kong vs. Godzilla,1962-08-11,3.1572,6.9
4104,419743,Disobedience,2018-04-24,7.8865,6.887
4105,407447,The Extraordinary Journey of the Fakir,2018-05-09,1.9609,6.887
4106,24100,The Little Vampire,2000-10-27,2.392,6.9
4107,7305,Alive,1993-01-15,4.0138,6.887
4108,820525,After Everything,2023-09-13,6.3438,6.886
4109,618416,Penguin Bloom,2021-01-21,1.5725,6.9
4110,31900,Gainsbourg: A Heroic Life,2010-01-20,1.3177,6.886
4111,17360,Escape to Victory,1981-06-17,3.5031,6.9
4112,254,King Kong,2005-12-12,11.7445,6.886
4113,660942,The Innocents,2021-09-03,2.4259,6.9
4114,632666,Unpregnant,2020-09-10,1.5772,6.9
4115,500860,The Mustang,2019-03-15,2.2856,6.885
4116,13939,Death Wish,1974-07-24,4.8988,6.884
4117,10015,Heartbreak Ridge,1986-12-05,4.2239,6.885
4118,79108,Starbuck,2011-07-27,1.5167,6.9
4119,64688,21 Jump Street,2012-03-14,9.2722,6.884
4120,57214,Project X,2012-03-01,9.3581,6.9
4121,31997,Saboteur,1942-04-22,1.8058,6.884
4122,10560,Center Stage,2000-05-12,2.7411,6.9
4123,8075,Weekend,1967-12-29,1.4651,6.9
4124,1106739,Juror #2,2024-10-30,6.1185,6.883
4125,192136,Mandela: Long Walk to Freedom,2013-11-28,2.0602,6.9
4126,70667,Kon-Tiki,2012-08-24,1.8177,6.9
4127,10445,Shadowlands,1993-12-25,1.693,6.883
4128,9942,Major League,1989-02-16,2.9437,6.883
4129,4012,The Believer,2001-08-23,2.9711,6.883
4130,587301,School Life,2019-08-28,1.6246,6.882
4131,15167,Barbie in the Nutcracker,2001-09-30,2.5265,6.9
4132,6399,Who Finds a Friend Finds a Treasure,1981-12-09,2.4058,6.9
4133,642208,Supernova,2020-11-20,1.7932,6.881
4134,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,12.0952,6.881
4135,294963,Bone Tomahawk,2015-10-23,4.9811,6.882
4136,1951,Manderlay,2005-06-03,1.7025,6.881
4137,718789,Lightyear,2022-06-15,7.0324,6.9
4138,602223,The Forever Purge,2021-06-30,4.8743,6.879
4139,449992,The Night Comes for Us,2018-10-05,3.0833,6.878
4140,339405,Christine,2016-10-14,2.5255,6.88
4141,78215,Into the White,2012-03-09,1.986,6.88
4142,11170,We Are Marshall,2006-12-12,2.3193,6.881
4143,8882,Gomorrah,2008-05-16,1.892,6.88
4144,1808,Velvet Goldmine,1998-08-28,2.6286,6.9
4145,393457,Fences,2016-12-16,4.6203,6.9
4146,34463,Three Little Pigs,1933-05-27,1.0915,6.9
4147,11087,The Hand That Rocks the Cradle,1992-01-10,3.8826,6.879
4148,10276,What About Bob?,1991-05-17,2.9556,6.9
4149,3472,Dirty Pretty Things,2002-09-05,2.4549,6.879
4150,1770,Michael Collins,1996-10-25,2.4033,6.9
4151,921452,Jeanne du Barry,2023-05-16,3.165,6.9
4152,560016,Monkey Man,2024-04-03,29.0437,6.9
4153,308084,Tangerine,2015-07-10,2.4841,6.9
4154,307103,SK1,2015-01-07,0.8764,6.878
4155,113947,The Sessions,2012-05-02,3.885,6.878
4156,10644,The Unbearable Lightness of Being,1988-02-05,3.479,6.873
4157,1079310,Holy Cow,2024-12-11,1.9479,6.9
4158,110410,Drug War,2012-11-15,3.5366,6.9
4159,10934,Under the Tuscan Sun,2003-09-20,3.5555,6.877
4160,746131,"Paris, 13th District",2021-11-03,1.4927,6.9
4161,556694,Three Thousand Years of Longing,2022-08-24,4.1642,6.876
4162,512200,Jumanji: The Next Level,2019-12-04,10.0855,6.876
4163,441393,Ash Is Purest White,2018-09-21,2.1803,6.9
4164,157841,The Young and Prodigious T.S. Spivet,2013-10-16,1.997,6.876
4165,55292,Shaolin,2011-01-20,4.2357,6.876
4166,13285,Barbie Fairytopia: Mermaidia,2006-03-14,2.6431,6.9
4167,9602,Coming to America,1988-06-29,7.3722,6.876
4168,7551,Déjà Vu,2006-11-22,8.9421,6.877
4169,676547,Prey for the Devil,2022-10-23,3.308,6.9
4170,454652,Colette,2018-09-21,2.0719,6.875
4171,24739,Miracle Mile,1989-05-19,2.593,6.875
4172,13785,Best in Show,2000-09-29,3.7617,6.875
4173,11561,Sleeper,1973-12-17,2.3769,6.875
4174,9003,Hellraiser,1987-09-11,5.5043,6.9
4175,1246,Rocky Balboa,2006-12-20,5.2623,6.875
4176,537055,Wonder Woman: Bloodlines,2019-10-04,3.0014,6.9
4177,82507,Sinister,2012-03-29,7.7479,6.874
4178,522098,Babyteeth,2020-06-15,1.5799,6.9
4179,9762,Step Up,2006-08-11,4.8334,6.873
4180,9476,A Knight's Tale,2001-05-11,7.8686,6.873
4181,8769,Christine,1983-12-09,5.2343,6.873
4182,541134,The Good Nurse,2022-10-19,3.7637,6.872
4183,513310,Boss Level,2021-02-19,6.1265,6.872
4184,9059,Tales from the Crypt: Demon Knight,1995-01-13,2.8623,6.872
4185,4193,Evil Under the Sun,1982-03-05,3.1219,6.872
4186,739993,Metal Lords,2022-04-08,2.1215,6.9
4187,323372,The Corpse of Anna Fritz,2015-03-15,2.7624,6.871
4188,22494,Frequently Asked Questions About Time Travel,2009-04-24,1.6441,6.871
4189,16962,Barbie Fairytopia: Magic of the Rainbow,2007-03-13,2.3971,6.9
4190,5889,Azumi,2003-05-10,3.1633,6.9
4191,1824,50 First Dates,2004-02-13,8.0908,6.871
4192,473072,2036: Nexus Dawn,2017-08-30,1.9428,6.87
4193,342672,4th Man Out,2015-05-26,0.8405,6.9
4194,335787,Uncharted,2022-02-10,11.1124,6.87
4195,278927,The Jungle Book,2016-04-07,8.3884,6.87
4196,31175,Soul Kitchen,2009-09-09,1.1977,6.87
4197,11156,Coco Before Chanel,2009-04-22,2.5398,6.873
4198,9667,The Jacket,2005-03-04,3.7134,6.87
4199,9263,Now and Then,1995-10-20,4.0216,6.87
4200,68924,The Ice Storm,1997-09-27,5.4714,6.9
4201,45284,Outrage,2010-06-12,3.1464,6.869
4202,17467,Riki-Oh: The Story of Ricky,1991-10-05,6.6307,6.9
4203,10937,Barfly,1987-09-02,2.5195,6.869
4204,360920,The Grinch,2018-11-08,8.1483,6.868
4205,297802,Aquaman,2018-12-07,13.4407,6.868
4206,256591,Focus,2015-02-25,5.7843,6.868
4207,1182047,The Apprentice,2024-10-09,5.0478,6.867
4208,1125257,Freakier Friday,2025-08-06,8.2227,6.859
4209,513347,Flavors of Youth,2018-08-04,2.8983,6.867
4210,13275,Annapolis,2006-01-27,2.0863,6.9
4211,12763,Take the Lead,2006-03-17,2.406,6.9
4212,758679,Mothers' Instinct,2024-01-11,2.8172,6.865
4213,116979,Chained,2012-10-02,1.8387,6.9
4214,50839,Margin Call,2011-09-28,5.3543,6.866
4215,48769,Gramps Is in the Resistance,1983-10-26,2.3483,6.865
4216,39144,Dragon Ball: Curse of the Blood Rubies,1986-12-20,4.0392,6.9
4217,18254,Reds,1981-12-25,3.2918,6.865
4218,1921,Sweet November,2001-02-16,2.82,6.865
4219,1817,Phone Booth,2003-01-06,4.9248,6.865
4220,957,Spaceballs,1987-06-24,8.5617,6.865
4221,849869,Kill Boksoon,2023-02-17,3.8914,6.864
4222,592834,My Spy,2020-01-09,3.747,6.9
4223,10362,Two Lovers,2008-11-19,2.5801,6.864
4224,9591,That Thing You Do!,1996-10-04,3.9929,6.864
4225,504172,The Mule,2018-12-14,6.7088,6.863
4226,291984,The Death & Life of John F. Donovan,2019-03-13,2.1995,6.9
4227,242090,The One I Love,2014-08-08,2.8654,6.863
4228,551271,Medieval,2022-09-08,3.1679,6.9
4229,449443,Den of Thieves,2018-01-18,9.0748,6.863
4230,82424,Small Fry,2011-11-23,3.2088,6.862
4231,919,Blood: The Last Vampire,2000-11-18,2.2235,6.9
4232,228108,The Road Within,2014-10-24,1.0712,6.861
4233,21506,Noroi: The Curse,2005-08-20,3.3681,6.861
4234,9919,How to Lose a Guy in 10 Days,2003-02-07,8.0699,6.861
4235,605886,To Catch a Killer,2023-04-06,3.5483,6.9
4236,340684,Those People,2015-05-16,1.3349,6.86
4237,235260,Son of God,2014-02-28,10.3128,6.86
4238,3683,Flags of Our Fathers,2006-10-19,3.6416,6.9
4239,2787,Pitch Black,2000-02-18,2.9037,6.86
4240,1139566,Through My Window 3: Looking at You,2024-02-23,5.0516,6.859
4241,1102776,AKA,2023-04-28,3.094,6.859
4242,514207,Invasion,2020-02-27,3.7403,6.859
4243,354859,The Promise,2016-12-02,2.8475,6.858
4244,171372,Frank,2014-05-09,3.3116,6.859
4245,51999,Perfect Sense,2011-09-29,2.708,6.9
4246,14609,Ultimate Avengers: The Movie,2006-02-21,2.0609,6.859
4247,14295,You Can Count on Me,2000-11-17,2.5056,6.859
4248,12268,The Pink Panther Strikes Again,1976-09-16,2.7596,6.9
4249,10083,No Way Out,1987-08-14,4.5258,6.859
4250,9451,Election,1999-04-23,3.2634,6.859
4251,8009,Highlander,1986-03-07,9.1748,6.859
4252,303857,Dragon Ball Z: Resurrection 'F',2015-04-18,5.2407,6.858
4253,152737,August: Osage County,2013-12-26,3.7509,6.858
4254,87502,Flight,2012-02-22,6.8658,6.858
4255,49049,Dredd,2012-09-07,8.6469,6.858
4256,16270,Career Opportunities,1991-03-29,3.6612,6.9
4257,11463,Battle of Britain,1969-09-15,3.4874,6.858
4258,10258,The Madagascar Penguins in a Christmas Caper,2005-09-23,2.1523,6.85
4259,1172676,Poison,2023-09-29,2.7003,6.857
4260,893370,Virus: 32,2022-04-21,1.1408,6.9
4261,727745,The Kissing Booth 3,2021-08-11,2.515,6.9
4262,265189,Force Majeure,2014-08-15,2.2857,6.857
4263,44249,The Legend Is Born: Ip Man,2010-06-24,0.6349,6.857
4264,28609,Dragon Ball Z: Dead Zone,1989-07-15,5.3279,6.857
4265,17845,Loft,2008-10-21,1.7215,6.857
4266,10218,Swingers,1996-10-18,3.3188,6.857
4267,337339,The Fate of the Furious,2017-04-12,8.5735,6.857
4268,168672,American Hustle,2013-12-03,6.3791,6.856
4269,57737,Barbie: A Fairy Secret,2011-03-01,2.4387,6.9
4270,21946,Counter Investigation,2007-03-07,1.3773,6.9
4271,2755,About Schmidt,2002-12-12,2.2124,6.856
4272,929590,Civil War,2024-04-10,12.9423,6.9
4273,632856,Spirited,2022-11-10,3.3706,6.9
4274,18444,Swiss Family Robinson,1960-12-21,2.355,6.855
4275,14367,Adventures in Babysitting,1987-07-01,4.4116,6.855
4276,11148,XXY,2007-06-14,1.7858,6.855
4277,526050,Little,2019-04-04,2.2157,6.9
4278,56590,All Star Superman,2011-01-01,2.2762,6.9
4279,8367,Robin Hood: Prince of Thieves,1991-06-14,5.4192,6.854
4280,805327,Look Both Ways,2022-08-16,2.2041,6.853
4281,717980,Sharper,2023-02-10,2.8513,6.9
4282,432087,Back to Burgundy,2017-06-14,1.0109,6.853
4283,207933,Stonehearst Asylum,2014-10-23,3.71,6.853
4284,110390,A Pigeon Sat on a Branch Reflecting on Existence,2014-10-24,1.1452,6.9
4285,14012,Flicka,2006-10-20,2.5025,6.9
4286,1648,Bill & Ted's Excellent Adventure,1989-02-17,3.1624,6.853
4287,260514,Cars 3,2017-06-15,12.7402,6.9
4288,10858,Nixon,1995-12-22,3.754,6.9
4289,1051891,Thelma,2024-06-21,3.4436,6.851
4290,14752,Dil Chahta Hai,2001-07-24,1.8142,6.851
4291,11879,Near Dark,1987-10-02,3.2089,6.851
4292,1151272,Sirāt,2025-06-06,8.0981,6.8
4293,400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,7.494,6.85
4294,181886,Enemy,2014-03-14,5.2304,6.85
4295,10138,Iron Man 2,2010-04-28,22.8234,6.85
4296,2039,Moonstruck,1987-12-16,3.3356,6.85
4297,38939,Tales from the Crypt,1972-03-09,1.4431,6.849
4298,11873,The Color of Money,1986-10-17,4.0118,6.849
4299,532865,The Dig,2021-01-14,3.0259,6.8
4300,314402,Dheepan,2015-08-26,1.0723,6.848
4301,72976,Lincoln,2012-11-09,6.6904,6.849
4302,28501,The Pit and the Pendulum,1961-08-12,1.5188,6.848
4303,19185,Night of the Living Dead,1990-10-19,2.9616,6.848
4304,13813,Defiance,2008-12-31,3.391,6.848
4305,1494,Curse of the Golden Flower,2006-12-14,4.6807,6.848
4306,277,Underworld,2003-09-19,6.0832,6.848
4307,833425,No Exit,2022-02-24,3.3579,6.847
4308,527729,Asterix: The Secret of the Magic Potion,2018-05-12,1.9908,6.8
4309,10212,Ravenous,1999-03-16,2.9593,6.847
4310,9433,The Edge,1997-09-06,4.5385,6.847
4311,930921,Strangeness,2022-10-27,0.5728,6.8
4312,450322,The Man Who Invented Christmas,2017-10-12,2.6194,6.846
4313,446021,Bad Times at the El Royale,2018-10-04,5.3231,6.846
4314,258216,Nymphomaniac: Vol. I,2013-12-25,2.5146,6.846
4315,42188,Never Let Me Go,2010-03-18,4.2652,6.847
4316,22373,Saturn in Opposition,2007-02-23,0.8264,6.8
4317,834860,RETURN,1985-01-01,0.0214,6.845
4318,10019,Mannequin,1987-02-13,3.8351,6.8
4319,9692,The Woodsman,2004-12-24,2.3688,6.845
4320,7874,Black Snake Moan,2006-12-31,3.1156,6.843
4321,913290,Barbarian,2022-09-08,7.3386,6.844
4322,467956,The Professor,2018-05-17,3.0616,6.844
4323,445571,Game Night,2018-02-15,6.7848,6.844
4324,76726,Chronicle,2012-02-01,5.4953,6.844
4325,22971,Dear John,2010-02-04,3.6207,6.842
4326,12281,Mean Creek,2004-08-20,1.3133,6.844
4327,11696,The Exchange Student,1967-12-01,1.2461,6.844
4328,936,The Pink Panther,1963-12-18,4.4305,6.844
4329,445629,Fighting with My Family,2019-02-14,4.0768,6.844
4330,26171,Everybody's Fine,2009-12-04,3.2501,6.843
4331,14831,Help!,1965-07-29,1.9626,6.8
4332,10998,Fatal Attraction,1987-09-18,3.6221,6.8
4333,10222,Kickboxer,1989-04-20,5.5231,6.843
4334,1276073,Bullet Train Explosion,2025-04-23,5.396,6.848
4335,11842,Red Sun,1971-09-15,2.9946,6.842
4336,11386,The Crying Game,1992-09-02,2.9292,6.842
4337,8052,Hard Eight,1997-02-28,3.7975,6.843
4338,574436,Piranhas,2019-02-14,0.8903,6.8
4339,164052,The Strange Thing About the Johnsons,2011-01-22,1.9432,6.841
4340,85889,Filth,2013-09-23,3.4803,6.841
4341,24679,Bird,1988-06-01,2.3753,6.8
4342,8848,The Bank Job,2008-02-28,7.1473,6.841
4343,581387,Ashfall,2019-12-19,4.9271,6.8
4344,402298,Denial,2016-09-30,3.3856,6.842
4345,284305,Shrew's Nest,2014-09-21,1.233,6.84
4346,254470,Pitch Perfect 2,2015-05-07,7.4722,6.84
4347,138832,We're the Millers,2013-08-07,10.686,6.84
4348,15171,Charlotte's Web,1973-03-01,1.7929,6.84
4349,11144,They Called Him Bulldozer,1978-09-15,1.3802,6.84
4350,9599,The Blob,1988-08-05,4.7652,6.84
4351,4523,Enchanted,2007-11-20,6.5073,6.84
4352,1991,Death Proof,2007-05-22,6.2901,6.84
4353,508101,Plus One,2019-06-14,2.3649,6.8
4354,474350,It Chapter Two,2019-09-04,9.9238,6.839
4355,454227,Outlaw King,2018-09-06,4.4903,6.839
4356,56804,Honeymoon Trips,1995-12-15,1.3662,6.837
4357,15867,Interiors,1978-08-02,1.586,6.8
4358,303991,Demolition,2016-04-06,5.171,6.838
4359,49367,Two Sons of Francisco,2005-08-19,0.9836,6.838
4360,18937,Quest for Camelot,1998-05-15,2.4104,6.838
4361,440161,The Sisters Brothers,2018-09-19,3.4321,6.8
4362,429300,Adrift,2018-05-31,3.5512,6.837
4363,283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,7.3156,6.837
4364,65057,The Descendants,2011-09-09,4.5226,6.8
4365,12560,The Big Chill,1983-09-30,4.5231,6.837
4366,7443,Chicken Run,2000-06-23,8.0178,6.838
4367,879,Hook,1991-04-10,8.5237,6.8
4368,521777,Good Boys,2019-08-14,3.775,6.8
4369,520765,Go!,2020-01-16,1.514,6.8
4370,127560,The Railway Man,2013-12-02,2.5515,6.836
4371,13510,Eden Lake,2008-09-12,7.0833,6.836
4372,718633,Bruised,2021-11-17,1.9657,6.8
4373,338952,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,5.8079,6.835
4374,254578,Phoenix,2014-09-25,1.7938,6.835
4375,55347,Beginners,2011-06-03,2.0566,6.8
4376,15143,Some Kind of Wonderful,1987-02-27,3.1453,6.835
4377,1833,Rent,2005-11-17,3.0927,6.8
4378,236,Muriel's Wedding,1994-09-29,2.7203,6.8
4379,384018,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,12.9883,6.834
4380,369778,Chocolat,2016-02-03,1.7132,6.8
4381,308032,The Stanford Prison Experiment,2015-07-17,5.2892,6.834
4382,15927,A Passage to India,1984-12-14,2.7983,6.834
4383,1934,Shakespeare in Love,1998-12-11,4.5115,6.834
4384,934761,A Perfect Pairing,2022-05-19,1.5285,6.836
4385,337401,Mulan,2020-09-04,9.5459,6.833
